"REF_DATE","GEO","DGUID","Household type including census family structure (11)","Household size (7)","Number of earners in household (6)","Ages of household members (18)","Household total income groups (22)","Year (2)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$20,000 to $24,999","2020","","0","units","0","","1.1.1.1.1.6.1","637695","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$20,000 to $24,999","2015","","0","units","0","","1.1.1.1.1.6.2","620680","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$25,000 to $29,999","2020","","0","units","0","","1.1.1.1.1.7.1","505875","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$25,000 to $29,999","2015","","0","units","0","","1.1.1.1.1.7.2","488535","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$30,000 to $34,999","2020","","0","units","0","","1.1.1.1.1.8.1","488735","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$30,000 to $34,999","2015","","0","units","0","","1.1.1.1.1.8.2","540105","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$35,000 to $39,999","2020","","0","units","0","","1.1.1.1.1.9.1","560950","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$35,000 to $39,999","2015","","0","units","0","","1.1.1.1.1.9.2","561745","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$40,000 to $44,999","2020","","0","units","0","","1.1.1.1.1.10.1","572650","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$40,000 to $44,999","2015","","0","units","0","","1.1.1.1.1.10.2","556770","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$45,000 to $49,999","2020","","0","units","0","","1.1.1.1.1.11.1","559150","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$45,000 to $49,999","2015","","0","units","0","","1.1.1.1.1.11.2","546720","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$50,000 to $59,999","2020","","0","units","0","","1.1.1.1.1.12.1","1093190","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$50,000 to $59,999","2015","","0","units","0","","1.1.1.1.1.12.2","1046445","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$60,000 to $69,999","2020","","0","units","0","","1.1.1.1.1.13.1","1044715","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$60,000 to $69,999","2015","","0","units","0","","1.1.1.1.1.13.2","974045","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$70,000 to $79,999","2020","","0","units","0","","1.1.1.1.1.14.1","986460","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$70,000 to $79,999","2015","","0","units","0","","1.1.1.1.1.14.2","896260","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$80,000 to $89,999","2020","","0","units","0","","1.1.1.1.1.15.1","921205","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$80,000 to $89,999","2015","","0","units","0","","1.1.1.1.1.15.2","828380","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$90,000 to $99,999","2020","","0","units","0","","1.1.1.1.1.16.1","844835","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$90,000 to $99,999","2015","","0","units","0","","1.1.1.1.1.16.2","748350","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$100,000 and over","2020","","0","units","0","","1.1.1.1.1.17.1","6053945","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$100,000 and over","2015","","0","units","0","","1.1.1.1.1.17.2","5120350","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$100,000 to $124,999","2020","","0","units","0","","1.1.1.1.1.18.1","1753480","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$100,000 to $124,999","2015","","0","units","0","","1.1.1.1.1.18.2","1532430","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$125,000 to $149,999","2020","","0","units","0","","1.1.1.1.1.19.1","1283445","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$125,000 to $149,999","2015","","0","units","0","","1.1.1.1.1.19.2","1097425","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$150,000 to $199,999","2020","","0","units","0","","1.1.1.1.1.20.1","1545940","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$150,000 to $199,999","2015","","0","units","0","","1.1.1.1.1.20.2","1287240","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$200,000 and over","2020","","0","units","0","","1.1.1.1.1.21.1","1471075","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$200,000 and over","2015","","0","units","0","","1.1.1.1.1.21.2","1203255","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","1.1.1.1.1.22.1","84000","","","","0"
"2021","Canada","2021A000011124","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","1.1.1.1.1.22.2","76000","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","2.1.1.1.1.1.1","223255","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","2.1.1.1.1.1.2","218670","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Under $5,000","2020","","0","units","0","","2.1.1.1.1.2.1","1205","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Under $5,000","2015","","0","units","0","","2.1.1.1.1.2.2","1520","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$5,000 to $9,999","2020","","0","units","0","","2.1.1.1.1.3.1","1940","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$5,000 to $9,999","2015","","0","units","0","","2.1.1.1.1.3.2","2705","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$10,000 to $14,999","2020","","0","units","0","","2.1.1.1.1.4.1","3955","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$10,000 to $14,999","2015","","0","units","0","","2.1.1.1.1.4.2","5335","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$15,000 to $19,999","2020","","0","units","0","","2.1.1.1.1.5.1","4225","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$15,000 to $19,999","2015","","0","units","0","","2.1.1.1.1.5.2","7105","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$20,000 to $24,999","2020","","0","units","0","","2.1.1.1.1.6.1","13545","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$20,000 to $24,999","2015","","0","units","0","","2.1.1.1.1.6.2","12795","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$25,000 to $29,999","2020","","0","units","0","","2.1.1.1.1.7.1","8970","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$25,000 to $29,999","2015","","0","units","0","","2.1.1.1.1.7.2","8200","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$30,000 to $34,999","2020","","0","units","0","","2.1.1.1.1.8.1","11215","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$30,000 to $34,999","2015","","0","units","0","","2.1.1.1.1.8.2","12170","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$35,000 to $39,999","2020","","0","units","0","","2.1.1.1.1.9.1","11940","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$35,000 to $39,999","2015","","0","units","0","","2.1.1.1.1.9.2","10235","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$40,000 to $44,999","2020","","0","units","0","","2.1.1.1.1.10.1","9905","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$40,000 to $44,999","2015","","0","units","0","","2.1.1.1.1.10.2","8475","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$45,000 to $49,999","2020","","0","units","0","","2.1.1.1.1.11.1","9105","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$45,000 to $49,999","2015","","0","units","0","","2.1.1.1.1.11.2","7905","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$50,000 to $59,999","2020","","0","units","0","","2.1.1.1.1.12.1","17255","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$50,000 to $59,999","2015","","0","units","0","","2.1.1.1.1.12.2","14925","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$60,000 to $69,999","2020","","0","units","0","","2.1.1.1.1.13.1","15895","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$60,000 to $69,999","2015","","0","units","0","","2.1.1.1.1.13.2","14190","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$70,000 to $79,999","2020","","0","units","0","","2.1.1.1.1.14.1","14840","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$70,000 to $79,999","2015","","0","units","0","","2.1.1.1.1.14.2","13160","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$80,000 to $89,999","2020","","0","units","0","","2.1.1.1.1.15.1","13500","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$80,000 to $89,999","2015","","0","units","0","","2.1.1.1.1.15.2","11730","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$90,000 to $99,999","2020","","0","units","0","","2.1.1.1.1.16.1","11845","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$90,000 to $99,999","2015","","0","units","0","","2.1.1.1.1.16.2","10705","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$100,000 and over","2020","","0","units","0","","2.1.1.1.1.17.1","73910","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$100,000 and over","2015","","0","units","0","","2.1.1.1.1.17.2","77520","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$100,000 to $124,999","2020","","0","units","0","","2.1.1.1.1.18.1","23085","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$100,000 to $124,999","2015","","0","units","0","","2.1.1.1.1.18.2","21910","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$125,000 to $149,999","2020","","0","units","0","","2.1.1.1.1.19.1","16115","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$125,000 to $149,999","2015","","0","units","0","","2.1.1.1.1.19.2","16885","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$150,000 to $199,999","2020","","0","units","0","","2.1.1.1.1.20.1","19040","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$150,000 to $199,999","2015","","0","units","0","","2.1.1.1.1.20.2","21015","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$200,000 and over","2020","","0","units","0","","2.1.1.1.1.21.1","15675","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$200,000 and over","2015","","0","units","0","","2.1.1.1.1.21.2","17710","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","2.1.1.1.1.22.1","71500","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","2.1.1.1.1.22.2","73000","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","7.1.1.1.1.1.1","64570","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","7.1.1.1.1.1.2","59475","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Under $5,000","2020","","0","units","0","","7.1.1.1.1.2.1","630","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Under $5,000","2015","","0","units","0","","7.1.1.1.1.2.2","760","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$5,000 to $9,999","2020","","0","units","0","","7.1.1.1.1.3.1","340","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$5,000 to $9,999","2015","","0","units","0","","7.1.1.1.1.3.2","630","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$10,000 to $14,999","2020","","0","units","0","","7.1.1.1.1.4.1","890","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$10,000 to $14,999","2015","","0","units","0","","7.1.1.1.1.4.2","1330","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$15,000 to $19,999","2020","","0","units","0","","7.1.1.1.1.5.1","1175","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$15,000 to $19,999","2015","","0","units","0","","7.1.1.1.1.5.2","2360","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$20,000 to $24,999","2020","","0","units","0","","7.1.1.1.1.6.1","3495","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$20,000 to $24,999","2015","","0","units","0","","7.1.1.1.1.6.2","2955","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$25,000 to $29,999","2020","","0","units","0","","7.1.1.1.1.7.1","2425","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$25,000 to $29,999","2015","","0","units","0","","7.1.1.1.1.7.2","2435","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$30,000 to $34,999","2020","","0","units","0","","7.1.1.1.1.8.1","2710","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$30,000 to $34,999","2015","","0","units","0","","7.1.1.1.1.8.2","3005","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$35,000 to $39,999","2020","","0","units","0","","7.1.1.1.1.9.1","2945","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$35,000 to $39,999","2015","","0","units","0","","7.1.1.1.1.9.2","2830","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$40,000 to $44,999","2020","","0","units","0","","7.1.1.1.1.10.1","2870","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$40,000 to $44,999","2015","","0","units","0","","7.1.1.1.1.10.2","2725","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$45,000 to $49,999","2020","","0","units","0","","7.1.1.1.1.11.1","2690","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$45,000 to $49,999","2015","","0","units","0","","7.1.1.1.1.11.2","2690","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$50,000 to $59,999","2020","","0","units","0","","7.1.1.1.1.12.1","5475","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$50,000 to $59,999","2015","","0","units","0","","7.1.1.1.1.12.2","5140","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$60,000 to $69,999","2020","","0","units","0","","7.1.1.1.1.13.1","4960","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$60,000 to $69,999","2015","","0","units","0","","7.1.1.1.1.13.2","4595","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$70,000 to $79,999","2020","","0","units","0","","7.1.1.1.1.14.1","4725","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$70,000 to $79,999","2015","","0","units","0","","7.1.1.1.1.14.2","4305","","","","0"
"2021","Prince Edward Island","2021A000211","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","$80,000 to $89,999","2020","","0","units","0","","7.1.1.1.1.15.1","4370","","","","0"
